respondent,createtime,id,buttonname,visibleLayers,zoomLevel,shape,longtitude,latitude,soil_quality_not_threatened,soil_quality_slightly,soil_quality_moderate,soil_quality_highly,waterquality_not,waterquality_slightly,waterquality_moderately,waterquality_highly,wildlife_not_threatened,wildlife_slightly,wildlife_moderately,wildlife_highly,recreation_not_threatened,recreation_slightly,recreation_moderately,recreation_highly,scenic_not,scenic_slightly,scenic_moderately,scenic_highly,tourism_not,tourism_slightly,tourism_moderately,tourism_highly,business_not,business_slightly,business_moderately,business_highly,rural_not,rural_slightly,rural_moderately,rural_highly,other_not,other_slightly,other_moderately,other_highly,If_other_text
335,2016-03-16T20:32:30.445Z,454,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",12,POINT,-71.819344,43.69841,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,many houses being built on the hillside by bear mountain (not sure if this is exactly the right spot)
335,2016-03-16T20:33:24.784Z,455,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",12,POINT,-71.767502,43.667872,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,worried about general water quality of the lake- seems like it is cloudier than it used to be and there is more growth on the bottom
343,2016-03-16T21:48:12.939Z,457,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",12,POINT,-71.799431,43.693446,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,
343,2016-03-16T21:50:06.484Z,458,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",15,POINT,-71.789603,43.679015,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,
343,2016-03-16T21:52:17.180Z,459,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",15,POINT,-71.791534,43.652814,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,
345,2016-03-16T22:05:13.170Z,465,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",13,POINT,-71.734028,43.622035,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,"There are many private sewer systems in this crowded area. At any time, they could leak - all with close proximity of the lake. Town of Bristol has an under utilized waste treatment plant but running pipes and running pipes to the lake should be a priority."
345,2016-03-16T22:12:54.617Z,466,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",13,POINT,-71.770935,43.640548,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"Due to the addition of a large group of small trailer like condos, the are is very congested and is not at all attractive. It is not in line with the lake cottages which have lent charm & beauty around the lake. This also lends to a concentrated bio load. 
"
345,2016-03-16T22:18:47.294Z,467,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",13,POINT,-71.745014,43.619674,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,"Again, a congested area with private sewer systems right against the lake.
The NRLA is concerned about development as a problem of over load for Newfound Lake. I understand this concern. But, they have not been pro-active in getting sewer to be placed. Are we waiting for an accident, an insult to the lake? Yes. Then federal money will be in play. This is wrong.
I went to the state with two other people from my association asking about being able to raise our roofs a few feet. We own older cottages and space is a premium. We spoke to a person who knew nothing of our lake. I could not believe the uneducated comments I was hearing. A simple solution to roof run off is to have gutters, a down spout & a small dry well.  I have noted developers on Lake Winnipesauke building two story crowded condos - so how did that get through the state? 
We need to put politics aside & truly think about a beloved lake. This place is special, we need to protect it."
349,2016-03-16T22:49:48.863Z,468,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",14,POINT,-71.768103,43.700024,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,roadside logging
349,2016-03-16T22:51:57.156Z,469,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",15,POINT,-71.787157,43.692732,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Development - large house
349,2016-03-16T22:55:18.747Z,470,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",15,POINT,-71.79368,43.691863,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,increased kayaking in bird habitat
361,2016-03-17T13:52:53.040Z,474,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",12,POINT,-71.911354,43.666133,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,...Windmills or deforestation are allowed anywhere on the ridges bordering MT Cardigan
361,2016-03-17T13:55:57.022Z,475,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",12,POINT,-71.83651,43.696673,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,...there is any more deforestation or heavy residential development in the  area.
361,2016-03-17T13:57:19.480Z,476,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",12,POINT,-71.806984,43.690218,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,watershed could be compromised if residential development does not carefully consider it when building
361,2016-03-17T14:00:58.026Z,477,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",12,POINT,-71.771278,43.712309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,2016-03-17T16:07:09.452Z,484,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",12,POINT,-71.737976,43.659676,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
368,2016-03-17T16:10:55.250Z,487,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",12,POINT,-71.734886,43.619176,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
368,2016-03-17T16:11:59.558Z,488,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",12,POINT,-71.904144,43.673087,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
370,2016-03-17T18:06:07.808Z,493,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",12,POINT,-71.779175,43.659986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,2016-03-17T20:33:46.352Z,494,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",12,POINT,-71.779175,43.659986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,2016-03-17T20:38:55.599Z,495,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",12,POINT,-71.791878,43.637814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,2016-03-17T20:40:19.269Z,496,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",12,POINT,-71.810074,43.655453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,2016-03-18T14:13:12.648Z,502,Threats to the Landscape,Google Hybrid,12,POINT,-71.774883,43.663774,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,
385,2016-03-18T14:14:06.668Z,503,Threats to the Landscape,Google Hybrid,12,POINT,-71.774883,43.663774,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,
387,2016-03-18T14:22:51.596Z,504,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",12,POINT,-71.874962,43.716527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,2016-03-18T14:25:37.967Z,505,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",12,POINT,-71.875992,43.678549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,2016-03-18T14:26:33.894Z,506,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",12,POINT,-71.803207,43.674328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,2016-03-18T14:27:38.623Z,507,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",12,POINT,-71.789474,43.654211,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Inappropriate development of lakefrontage degrades quality of environment which brought us all here
393,2016-03-18T15:56:40.258Z,511,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",12,POINT,-71.794624,43.650485,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,
393,2016-03-18T15:58:15.532Z,512,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",12,POINT,-71.804581,43.671845,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,
395,2016-03-18T17:21:42.255Z,517,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",12,POINT,-71.772995,43.699899,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,
395,2016-03-18T17:23:33.631Z,518,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",12,POINT,-71.810074,43.677556,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,
395,2016-03-18T17:25:50.254Z,519,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",12,POINT,-71.820374,43.719753,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,Industrial Wind
395,2016-03-18T17:27:12.423Z,520,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",12,POINT,-71.788101,43.631851,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,Fowler River Watershed
395,2016-03-18T17:28:34.142Z,521,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",12,POINT,-71.725273,43.664643,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,Protect Bridgewater ridgeline
397,2016-03-18T18:24:23.505Z,527,Threats to the Landscape,Google Hybrid,12,POINT,-71.779175,43.659986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,2016-03-18T19:25:27.984Z,528,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",12,POINT,-71.793594,43.645268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,2016-03-18T19:29:53.327Z,529,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",12,POINT,-71.783981,43.634833,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Site identified is intended to represent the location of the aquifer used by the Town of Bristol for its municipal water supply.
Highly subject to potential housing development. "
405,2016-03-18T19:36:04.481Z,530,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",12,POINT,-71.868439,43.696673,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Area denotes ridge lines of watershed subject to wind developments and harmful to habitat, soils (erosion) water quality as well as view shed."
405,2016-03-18T19:38:46.997Z,531,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",12,POINT,-71.817627,43.711316,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Subject to wind development and potentially harmful to habitat, soils and water quality "
410,2016-03-18T20:17:54.286Z,533,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",12,POINT,-71.779175,43.659986,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,
411,2016-03-18T20:38:09.168Z,534,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",15,POINT,-71.751014,43.650516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,2016-03-18T20:44:02.987Z,535,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",16,POINT,-71.735693,43.659188,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,"The emissions from the Bridgewater incinerator are substantial as we live down wind between the lake and the incinerator and find the residue on our vehicles and buildings.
Being the incinerator is one of the last in the state, I do not think the pollution it causes is worth keeping it running. "
411,2016-03-18T20:49:00.716Z,536,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",16,POINT,-71.725286,43.646097,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,
411,2016-03-18T20:49:48.588Z,537,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",16,POINT,-71.725252,43.646072,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,
411,2016-03-18T20:50:30.394Z,538,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",16,POINT,-71.725166,43.64601,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,
417,2016-03-19T15:41:41.917Z,539,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",12,POINT,-71.792564,43.658682,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
425,2016-03-20T11:47:00.257Z,540,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",12,POINT,-71.779261,43.659924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,2016-03-20T11:49:10.297Z,542,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",12,POINT,-71.772308,43.639554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,2016-03-20T12:30:45.488Z,544,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",12,POINT,-71.863976,43.600533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ridgeline and hillside development threaten viewshed
428,2016-03-20T12:31:38.815Z,545,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",12,POINT,-71.863976,43.670603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Views threatened by ridgeline and hillside development
428,2016-03-20T12:32:26.425Z,546,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",12,POINT,-71.892815,43.706601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Views threatened by ridgeline and hillside development
428,2016-03-20T12:32:56.598Z,547,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",12,POINT,-71.71978,43.632596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Views threatened by ridgeline and hillside development
428,2016-03-20T12:33:17.416Z,548,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",12,POINT,-71.712227,43.662905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Views threatened by ridgeline and hillside development
428,2016-03-20T12:33:49.060Z,549,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",12,POINT,-71.808014,43.641541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Views threatened by ridgeline and hillside development
428,2016-03-20T12:34:23.792Z,550,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",13,POINT,-71.810417,43.672962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Views threatened by ridgeline and hillside development
428,2016-03-20T12:34:47.502Z,551,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",14,POINT,-71.802864,43.660359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Views threatened by ridgeline and hillside development
428,2016-03-20T12:35:50.802Z,552,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",13,POINT,-71.733685,43.619674,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Impermeable surfaces, stormwater runoff, highly developed area"
428,2016-03-20T12:37:29.111Z,553,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",13,POINT,-71.750679,43.622905,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Impermeable surfaces, stormwater runoff, highly developed area"
428,2016-03-20T12:38:16.499Z,554,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",13,POINT,-71.744843,43.662656,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Impermeable surfaces, stormwater runoff, highly developed area"
428,2016-03-20T12:38:48.792Z,555,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",13,POINT,-71.763039,43.632845,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Impermeable surfaces, stormwater runoff, highly developed area"
428,2016-03-20T12:39:29.213Z,556,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",13,POINT,-71.723213,43.629863,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Impermeable surfaces, stormwater runoff, highly developed area"
428,2016-03-20T12:39:55.598Z,557,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",13,POINT,-71.730423,43.625141,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Impermeable surfaces, stormwater runoff, highly developed area"
428,2016-03-20T12:40:31.394Z,558,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",13,POINT,-71.792393,43.668741,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Impermeable surfaces, stormwater runoff, highly developed area"
428,2016-03-20T12:41:02.000Z,559,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",13,POINT,-71.795311,43.645082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,2016-03-20T15:53:48.857Z,573,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",12,POINT,-71.773338,43.683515,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,Northern pass goes through and mor wind turbines are constructed
430,2016-03-20T15:56:40.239Z,574,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",12,POINT,-71.805954,43.636324,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,More turbines or northern pass go through
430,2016-03-20T15:58:39.064Z,575,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",12,POINT,-71.805954,43.636324,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,Wind turbines and northern pass
435,2016-03-21T03:57:20.663Z,578,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",12,POINT,-71.736946,43.626632,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,The sediment at Pop's cove on the easterly (RT3A South) side has continued to build for decades. Has the state or NLRA made any serious effort to monitor the situation? The underwater plant growth increases yearly and is very evident in August and September.
438,2016-03-21T14:40:16.750Z,579,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",12,POINT,-71.820374,43.694687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,2016-03-21T18:03:05.565Z,581,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",12,POINT,-71.722183,43.675818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,2016-03-22T01:41:16.764Z,582,Threats to the Landscape,Google Hybrid,15,POINT,-71.79159,43.687851,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,
441,2016-03-22T01:41:59.682Z,583,Threats to the Landscape,Google Hybrid,15,POINT,-71.79247,43.686972,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,
441,2016-03-22T01:42:49.499Z,584,Threats to the Landscape,Google Hybrid,15,POINT,-71.790273,43.687469,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,
443,2016-03-22T16:55:35.217Z,596,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",11,POINT,-71.840149,43.721291,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,Threatened by Groton Wind Farm
443,2016-03-22T16:56:46.332Z,597,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",11,POINT,-71.847839,43.656546,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,"Proposed multiple industrial wind projects.  Wild Meadows - on hold, Alpine Ridge - on hold, and Spruce Ridge in the works with EDP renewables.  Proximity to Newfound Lake and the scenic vistas of Cardigan Mt. make these large scale industrial projects and their accompanying transmission infrastructure inappropriate for this area.  "
446,2016-03-22T17:38:45.504Z,603,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",12,POINT,-71.793594,43.693942,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,Hello I'm concerned about boat chop in the marsh area along with infrastructure decisions on West Shore road that lead to huge culverts dumping chunks of asphalt up to 4 inches in diameter into the water.
457,2016-03-24T15:21:04.915Z,605,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",12,POINT,-71.749992,43.627129,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,"Marina - petrochemical pollution. Boating on the lake in general is probably causing hard-to-measure wildlife issues. 
Maybe put a HP limit? "
457,2016-03-24T15:21:50.723Z,606,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",12,POINT,-71.830845,43.698782,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,
457,2016-03-24T15:22:14.701Z,607,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",12,POINT,-71.740208,43.618804,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,Changing lake levels probably hurts near-shore wildlife. It's hard to believe that it is actually saving anything in terms of property.
457,2016-03-24T15:23:26.593Z,608,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",12,POINT,-71.788273,43.733275,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,Windmills.. What are the long term effects. Besides being a massive eyesore. Is it worth it?
457,2016-03-24T15:24:55.037Z,613,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",12,POINT,-71.781406,43.62452,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,I try to support  the local farmers. Are they using proper techniques in terms of amount of fertilizer to avoid creating over-nutrient conditions in the local watershed and the lake.
457,2016-03-24T15:25:55.557Z,616,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",12,POINT,-71.787586,43.675694,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,All the lake's septic systems.
457,2016-03-24T15:26:12.246Z,618,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",12,POINT,-71.786556,43.669237,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All the over-fertilized lawns around the lake. 
460,2016-03-24T15:24:20.233Z,611,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",13,POINT,-71.803379,43.689474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,2016-03-24T15:26:43.474Z,619,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",8,POINT,-72.70752,43.882057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,2016-03-24T15:27:23.808Z,621,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",8,POINT,-72.70752,43.882057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,2016-03-24T15:23:40.712Z,609,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",12,POINT,-71.742096,43.6152,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,
466,2016-03-24T15:24:52.022Z,612,Threats to the Landscape,"Google Hybrid, Newfound Lake Watershed",12,POINT,-71.787758,43.69568,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
