respondent,createtime,id,buttonname,visibleLayers,zoomLevel,shape,longitude,latitude,recreation_not_important,recreation_low,recreation_medium,recreation_high,ecosystem_not_at_all,ecosystems___Low,ecosystems___Medium,ecosystems___High,economic_not_at_all,economic_low,economic_medium,economic_high,viewshed_not_at_all,viewshed_low,viewshed_medium,viewshed_high,historical_value_not_at_all,historical_value_low,historical_value_medium,historical_value_high,cultural_not_at_all,cultural_low,cultural_medium,cultural_high,other_not_at_all,other_low,other_medium,other_high,If_other_text
509,2016-03-24T16:29:09.550Z,716,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",17,POINT,-71.773349,43.637178,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,
509,2016-03-24T16:30:12.387Z,717,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",17,POINT,-71.774787,43.631571,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,
509,2016-03-24T16:31:26.504Z,718,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",17,POINT,-71.803358,43.62956,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,
509,2016-03-24T16:32:03.864Z,719,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",17,POINT,-71.81649,43.632853,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,
509,2016-03-24T16:33:01.668Z,720,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",17,POINT,-71.835823,43.644562,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,
510,2016-03-24T16:52:39.631Z,727,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",17,POINT,-71.786517,43.605346,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,Entire Alexandria Bog about 320 acres should be conserved
514,2016-03-24T16:20:12.815Z,692,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,POINT,-71.832929,43.613636,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,
514,2016-03-24T16:20:41.659Z,693,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,POINT,-71.859612,43.674398,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,
514,2016-03-24T16:21:35.671Z,696,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,POINT,-71.783096,43.627698,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,
516,2016-03-24T16:22:36.674Z,700,Conservation Priorities,"Google Hybrid, Conservation Lands, Newfound Lake Watershed",12,POINT,-71.782951,43.688481,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,
516,2016-03-24T16:23:00.624Z,701,Conservation Priorities,"Google Hybrid, Conservation Lands, Newfound Lake Watershed",12,POINT,-71.751709,43.69568,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,
516,2016-03-24T16:23:23.030Z,703,Conservation Priorities,"Google Hybrid, Conservation Lands, Newfound Lake Watershed",12,POINT,-71.72287,43.711564,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,
516,2016-03-24T16:23:56.276Z,704,Conservation Priorities,"Google Hybrid, Conservation Lands, Newfound Lake Watershed",12,POINT,-71.779175,43.659986,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,
516,2016-03-24T16:24:31.916Z,705,Conservation Priorities,"Google Hybrid, Conservation Lands, Newfound Lake Watershed",12,POINT,-71.792908,43.652721,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,
516,2016-03-24T16:24:55.614Z,707,Conservation Priorities,"Google Hybrid, Conservation Lands, Newfound Lake Watershed",12,POINT,-71.802521,43.680536,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,
516,2016-03-24T16:25:13.886Z,708,Conservation Priorities,"Google Hybrid, Conservation Lands, Newfound Lake Watershed",12,POINT,-71.797371,43.696176,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,
516,2016-03-24T16:25:36.910Z,709,Conservation Priorities,"Google Hybrid, Conservation Lands, Newfound Lake Watershed",12,POINT,-71.779175,43.659986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,2016-03-24T16:25:48.198Z,710,Conservation Priorities,"Google Hybrid, Conservation Lands, Newfound Lake Watershed",12,POINT,-71.889725,43.645268,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,
521,2016-03-24T16:28:56.451Z,715,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,POINT,-71.750679,43.674825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,2016-03-24T17:39:44.853Z,756,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,POINT,-71.779175,43.659986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,2016-03-24T16:45:22.921Z,725,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,POINT,-71.789179,43.710572,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,
529,2016-03-24T16:56:53.917Z,730,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",11,POINT,-71.7317,43.687736,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,
533,2016-03-24T17:00:09.613Z,735,Conservation Priorities,"Roads and Terrain, Newfound Lake Watershed, Conservation Lands",12,POINT,-71.726131,43.676687,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,
533,2016-03-24T17:00:37.064Z,736,Conservation Priorities,"Roads and Terrain, Newfound Lake Watershed, Conservation Lands",12,POINT,-71.815739,43.669734,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,
533,2016-03-24T17:01:12.368Z,737,Conservation Priorities,"Roads and Terrain, Newfound Lake Watershed, Conservation Lands",13,POINT,-71.810589,43.659552,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,
533,2016-03-24T17:01:33.508Z,738,Conservation Priorities,"Roads and Terrain, Newfound Lake Watershed, Conservation Lands",13,POINT,-71.747332,43.69028,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,
533,2016-03-24T17:02:05.741Z,739,Conservation Priorities,"Roads and Terrain, Newfound Lake Watershed, Conservation Lands",13,POINT,-71.717119,43.64061,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,
533,2016-03-24T17:02:26.588Z,740,Conservation Priorities,"Roads and Terrain, Newfound Lake Watershed, Conservation Lands",13,POINT,-71.7348,43.609669,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,
535,2016-03-24T16:58:30.435Z,733,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,POINT,-71.779175,43.659986,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,
535,2016-03-24T16:59:08.330Z,734,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,POINT,-71.733513,43.613708,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,
558,2016-03-24T18:14:38.817Z,761,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",10,POINT,-71.8396,43.656943,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,
560,2016-03-24T18:15:58.384Z,762,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,POINT,-71.809731,43.667623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,2016-03-24T20:31:31.466Z,772,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,POINT,-71.795998,43.684757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589,2016-03-24T21:05:08.280Z,775,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",15,POINT,-71.756001,43.636588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589,2016-03-24T21:05:53.890Z,776,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",15,POINT,-71.772909,43.633264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589,2016-03-24T21:06:04.157Z,777,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",15,POINT,-71.772909,43.633264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589,2016-03-24T21:06:37.833Z,778,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",15,POINT,-71.773725,43.630717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589,2016-03-24T21:08:17.381Z,779,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",17,POINT,-71.77792,43.640466,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,
590,2016-03-24T21:10:12.244Z,781,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,POINT,-71.73317,43.628372,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,
590,2016-03-24T21:11:51.177Z,782,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,POINT,-71.730423,43.629366,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,
596,2016-03-24T21:36:53.007Z,784,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,POINT,-71.749306,43.63446,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,
596,2016-03-24T21:37:49.581Z,785,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,POINT,-71.749306,43.63446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,2016-03-25T00:10:08.512Z,790,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,POINT,-71.768532,43.648249,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,Water clarity and weed growth is a concern
607,2016-03-25T00:37:38.619Z,794,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,POINT,-71.846466,43.690218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
607,2016-03-25T00:38:31.790Z,795,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,POINT,-71.779175,43.659986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,2016-03-25T01:43:30.925Z,800,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,POINT,-71.809731,43.696921,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,
618,2016-03-25T09:19:48.104Z,805,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,POINT,-71.793251,43.667623,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,
620,2016-03-25T11:51:48.999Z,808,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,POINT,-71.775055,43.706601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,2016-03-25T13:27:40.821Z,812,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,POINT,-71.772652,43.647504,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,
626,2016-03-25T13:28:22.496Z,813,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,POINT,-71.779175,43.659924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,2016-03-25T14:23:28.070Z,818,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,POINT,-71.903801,43.645516,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
630,2016-03-25T14:24:06.737Z,819,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,POINT,-71.790161,43.638436,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,
630,2016-03-25T14:24:50.771Z,820,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,POINT,-71.782265,43.691211,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,
630,2016-03-25T14:25:24.421Z,821,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,POINT,-71.795311,43.701389,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,
630,2016-03-25T14:27:51.365Z,822,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,POINT,-71.92646,43.743817,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,
630,2016-03-25T14:28:22.559Z,823,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,POINT,-71.7239,43.715783,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,
630,2016-03-25T14:29:56.747Z,824,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,POINT,-71.742783,43.563725,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,
630,2016-03-25T14:30:36.585Z,825,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,POINT,-71.669998,43.499507,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,
630,2016-03-25T14:31:20.765Z,826,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,POINT,-71.73111,43.59183,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,
630,2016-03-25T14:31:53.897Z,827,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,POINT,-71.660042,43.468868,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,
630,2016-03-25T14:32:36.199Z,828,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,POINT,-71.644592,43.604013,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,
630,2016-03-25T14:33:22.190Z,829,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,POINT,-71.684761,43.593322,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,
630,2016-03-25T14:33:53.253Z,830,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,POINT,-71.718407,43.576411,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,
630,2016-03-25T14:35:21.815Z,831,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,POINT,-71.801147,43.726204,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,
630,2016-03-25T14:35:58.593Z,832,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,POINT,-71.693344,43.765144,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,
630,2016-03-25T14:36:47.329Z,833,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,POINT,-71.820717,43.70263,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,
638,2016-03-25T15:57:48.737Z,839,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,POINT,-71.863289,43.693446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650,2016-03-25T21:33:46.773Z,850,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,POINT,-71.782608,43.688977,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,
650,2016-03-25T21:34:37.877Z,851,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,POINT,-71.800117,43.688977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,
652,2016-03-25T23:19:45.659Z,852,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,POINT,-71.74842,43.678234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657,2016-03-25T23:57:42.955Z,857,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,POINT,-71.779175,43.659986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,2016-03-26T00:11:34.095Z,862,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,POINT,-71.779175,43.659955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,2016-03-26T00:11:56.418Z,863,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,POINT,-71.762695,43.62365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,2016-03-26T00:12:39.885Z,864,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,POINT,-71.765785,43.616815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666,2016-03-26T21:14:17.055Z,866,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,POINT,-71.760635,43.681529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670,2016-03-27T15:07:53.052Z,875,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,POINT,-71.71978,43.642535,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,
670,2016-03-27T15:08:33.221Z,876,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,POINT,-71.754456,43.650485,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,
670,2016-03-27T15:09:00.870Z,877,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,POINT,-71.793938,43.667127,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,
678,2016-03-28T07:04:15.250Z,914,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",14,POINT,-71.79677,43.683267,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,
678,2016-03-28T07:05:31.444Z,915,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",14,POINT,-71.78587,43.692329,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,
678,2016-03-28T07:07:21.092Z,916,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",14,POINT,-71.80604,43.686308,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,
678,2016-03-28T07:08:07.422Z,917,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",14,POINT,-71.784754,43.70052,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,
678,2016-03-28T07:08:42.783Z,918,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",14,POINT,-71.791449,43.677494,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,
678,2016-03-28T07:09:27.108Z,919,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",14,POINT,-71.76527,43.692577,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,
678,2016-03-28T07:10:08.716Z,920,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",14,POINT,-71.764841,43.685874,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,
678,2016-03-28T07:10:38.267Z,921,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",14,POINT,-71.75025,43.67408,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,
678,2016-03-28T07:12:13.650Z,922,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",14,POINT,-71.788015,43.64502,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,
693,2016-03-29T01:22:39.933Z,930,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",13,POINT,-71.788273,43.597425,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,The Alexandria Bog conservation area is vital to economic life of the Bristol community.  It is there clean water supply.
695,2016-03-29T13:56:29.712Z,936,Conservation Priorities,"Google Hybrid, Conservation Lands, Newfound Lake Watershed",12,POINT,-71.864662,43.679294,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,
695,2016-03-29T13:56:55.338Z,937,Conservation Priorities,"Google Hybrid, Conservation Lands, Newfound Lake Watershed",12,POINT,-71.781578,43.711068,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,
695,2016-03-29T13:57:21.116Z,938,Conservation Priorities,"Google Hybrid, Conservation Lands, Newfound Lake Watershed",12,POINT,-71.779175,43.659986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
695,2016-03-29T13:57:37.292Z,939,Conservation Priorities,"Google Hybrid, Conservation Lands, Newfound Lake Watershed",12,POINT,-71.833763,43.601776,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,
695,2016-03-29T13:58:02.995Z,940,Conservation Priorities,"Google Hybrid, Conservation Lands, Newfound Lake Watershed",12,POINT,-71.739349,43.684508,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,
695,2016-03-29T13:58:31.519Z,941,Conservation Priorities,"Google Hybrid, Conservation Lands, Newfound Lake Watershed",12,POINT,-71.798058,43.668617,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,
695,2016-03-29T13:59:02.045Z,942,Conservation Priorities,"Google Hybrid, Conservation Lands, Newfound Lake Watershed",12,POINT,-71.721497,43.653963,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,
695,2016-03-29T13:59:42.136Z,943,Conservation Priorities,"Google Hybrid, Conservation Lands, Newfound Lake Watershed",12,POINT,-71.852989,43.652224,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,
695,2016-03-29T14:00:05.213Z,944,Conservation Priorities,"Google Hybrid, Conservation Lands, Newfound Lake Watershed",12,POINT,-71.82518,43.636572,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,
699,2016-03-30T01:21:34.077Z,949,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,POINT,-71.779175,43.659986,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,"Kimball Hill is a priority for acquisition.  It is for sale with 2700 acres, of which 20 acres is old growth forest, has cemetery and mining ruins and contains snow mobile trails.  Is threatened for potential development.  Forest Society has done an assessment and it was worthy of a Federal Legacy grant. Once in a lifetime opportunity.  There should be fund raising to purchase the property for conservation."
699,2016-03-30T01:28:31.742Z,950,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,POINT,-71.877022,43.685501,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
699,2016-03-30T01:29:25.094Z,951,Conservation Priorities,"Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,POINT,-71.779175,43.659986,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,"2700 acre Kimball Hill is for sale.  It contains 20 acres of old growth forest, cemetery and mining ruins and snow mobile trails.  The Forest Society completed an assessment of the property and it was deserving of a Federal Legacy grant. It is currently threatened by development, including industrial wind turbine lease and is a once in a lifetime opportunity to start fund raising to conserve the land."
